,base_word,guide_word,level,none,category,details,link
11398,make your blood boil,IDIOM,C2,phrase,,Details,/british-english/words/detail/574
11399,your own flesh and blood,IDIOM,C2,phrase,,Details,/british-english/words/detail/574
11400,with bated breath,IDIOM,C2,phrase,,Details,/british-english/words/detail/646
11401,hold your breath,IDIOM,C2,phrase,,Details,/british-english/words/detail/646
11402,an appetite for something,,C2,phrase,,Details,/british-english/words/detail/280
11403,give sb the benefit of the doubt,,C2,phrase,,Details,/british-english/words/detail/520
11404,for sb's benefit,,C2,phrase,,Details,/british-english/words/detail/520
11405,out of the blue,IDIOM,C1,phrase,,Details,/british-english/words/detail/577
11406,a bone of contention,IDIOM,C2,phrase,,Details,/british-english/words/detail/594
11407,sell like hot cakes,IDIOM,C2,phrase,,Details,/british-english/words/detail/737
11408,come true,,B1,phrase,,Details,/british-english/words/detail/1019
11409,it appears (that),,B2,phrase,,Details,/british-english/words/detail/278
11410,it would appear (that),,C1,phrase,,Details,/british-english/words/detail/278
11411,come easily/easy/naturally,,C1,phrase,,Details,/british-english/words/detail/1019
11412,come first,,C1,phrase,,Details,/british-english/words/detail/1019
11413,come to mind,,C1,phrase,,Details,/british-english/words/detail/1019
11414,when it comes to sth/doing sth,,C1,phrase,,Details,/british-english/words/detail/1019
11415,"arrive at an answer/conclusion/decision, etc.",,C2,phrase,,Details,/british-english/words/detail/320
11416,come to do sth,,C2,phrase,,Details,/british-english/words/detail/1019
11417,"come apart/off, etc.",,C2,phrase,,Details,/british-english/words/detail/1019
11418,come into being,,C2,phrase,,Details,/british-english/words/detail/1019
11419,come to light,,C2,phrase,,Details,/british-english/words/detail/1019
11420,come to the/sb's rescue,,C2,phrase,,Details,/british-english/words/detail/1019
11421,take sth as it comes,,C2,phrase,,Details,/british-english/words/detail/1019
11422,come to terms with sth,,C2,phrase,,Details,/british-english/words/detail/1019
11423,come under fire,IDIOM,C2,phrase,,Details,/british-english/words/detail/1019
11424,not believe your eyes/ears,,B1,phrase,,Details,/british-english/words/detail/510
11425,"bring (sb) happiness/luck/peace, etc.",,B1,phrase,,Details,/british-english/words/detail/662
11426,be absorbed in sth,,B2,phrase,,Details,/british-english/words/detail/19
11427,be to blame,,C1,phrase,,Details,/british-english/words/detail/559
11428,bring sth to an end,,C1,phrase,,Details,/british-english/words/detail/662
11429,to cap it all,,C1,phrase,,Details,/british-english/words/detail/764
11430,capture sb's attention/ imagination/ interest,,C1,phrase,,Details,/british-english/words/detail/773
11431,"assume control/power/responsibility, etc.",,C2,phrase,,Details,/british-english/words/detail/355
11432,"attach importance/value, etc. to sb/sth",,C2,phrase,,Details,/british-english/words/detail/370
11433,bring out the best in sb,,C2,phrase,,Details,/british-english/words/detail/662
11434,bring sth to light,,C2,phrase,,Details,/british-english/words/detail/662
11435,bury yourself in sth,,C2,phrase,,Details,/british-english/words/detail/710
11436,bury your face/head in sth,,C2,phrase,,Details,/british-english/words/detail/710
11437,be calculated to do sth,,C2,phrase,,Details,/british-english/words/detail/738
11438,bring a lump to your throat,IDIOM,C2,phrase,,Details,/british-english/words/detail/662
11439,carry weight,IDIOM,C2,phrase,,Details,/british-english/words/detail/797
11440,choose to do sth,,B1,phrase,,Details,/british-english/words/detail/916
11441,burst into flames,,C2,phrase,,Details,/british-english/words/detail/709
11442,the army,,B1,phrase,,Details,/british-english/words/detail/313
11443,back up sth or back sth up,,C2,phrasal verb,,Details,/british-english/words/detail/414
11444,catch up with sb,MEET,B1,phrasal verb,communication,Details,/british-english/words/detail/812
11445,Take care!,,A2,phrase,communication,Details,/british-english/words/detail/782
11446,Don't ask!,,B2,phrase,communication,Details,/british-english/words/detail/333
11447,Don't ask me,,B2,phrase,communication,Details,/british-english/words/detail/333
11448,Who cares?,,B2,phrase,communication,Details,/british-english/words/detail/782
11449,"I/he, etc. couldn't care less",,C1,phrase,communication,Details,/british-english/words/detail/782
11450,adverse conditions/effect(s)/impact,,C2,phrase,describing things,Details,/british-english/words/detail/109
11451,an awful lot (of sth),,B2,phrase,describing things,Details,/british-english/words/detail/409
11452,chip in (sth),,C2,phrasal verb,money,Details,/british-english/words/detail/911
11453,a bundle of energy/nerves,,C2,phrase,people: personality,Details,/british-english/words/detail/699
11454,your big brother/sister,,A2,phrase,relationships,Details,/british-english/words/detail/536
11455,in accordance with sth,,C1,phrase,,Details,/british-english/words/detail/42
11456,as yet,,C1,phrase,,Details,/british-english/words/detail/330
11457,be at liberty to do sth,,C2,phrase,,Details,/british-english/words/detail/363
11458,by virtue of sth,,C2,phrase,,Details,/british-english/words/detail/728
11459,check sth out or check out sth,INFORMATION,C1,phrasal verb,,Details,/british-english/words/detail/878
11460,check sth out or check out sth,GO TO SEE,C1,phrasal verb,,Details,/british-english/words/detail/878
11461,catch on,UNDERSTAND,C2,phrasal verb,,Details,/british-english/words/detail/812
11462,not/never get anywhere,,B2,phrase,,Details,/british-english/words/detail/267
11463,can't be bothered,,B2,phrase,,Details,/british-english/words/detail/613
11464,in a big way,,C2,phrase,,Details,/british-english/words/detail/536
11465,blow it/your chance(s),,C2,phrase,,Details,/british-english/words/detail/576
11466,blow it/your chance(s),,C2,phrase,,Details,/british-english/words/detail/854
11467,get your act together,IDIOM,C2,phrase,,Details,/british-english/words/detail/64
11468,blow your mind,IDIOM,C2,phrase,,Details,/british-english/words/detail/576
11469,call it a day,IDIOM,C2,phrase,,Details,/british-english/words/detail/743
11470,be on cloud nine,IDIOM,C2,phrase,,Details,/british-english/words/detail/974
11471,"at the tender age of 8/17/25, etc.",,C2,phrase,,Details,/british-english/words/detail/132
11472,"at the tender age of 8/17/25, etc.",,C2,phrase,,Details,/british-english/words/detail/363
11473,capable of sth/doing sth,,B2,phrase,people: personality,Details,/british-english/words/detail/766
11474,classical music,,A2,phrase,arts and media,Details,/british-english/words/detail/942
11475,be ashamed of sb,,B2,phrase,people: personality,Details,/british-english/words/detail/331
11476,in addition (to),,B1,phrase,describing things,Details,/british-english/words/detail/80
11477,Absolutely!,,C1,phrase,communication,Details,/british-english/words/detail/18
11478,certainly not,,C1,phrase,communication,Details,/british-english/words/detail/844
11479,Absolutely not.,,C2,phrase,communication,Details,/british-english/words/detail/18
11480,arts,,B2,phrase,arts and media,Details,/british-english/words/detail/323
11481,the charts,,B2,phrase,arts and media,Details,/british-english/words/detail/871
11482,on air,,C1,phrase,arts and media,Details,/british-english/words/detail/148
11483,burn out,,B2,phrasal verb,body and health,Details,/british-english/words/detail/707
11484,care for sb/sth,,B2,phrasal verb,body and health,Details,/british-english/words/detail/782
11485,be born,,A2,phrase,body and health,Details,/british-english/words/detail/608
11486,"break your arm/leg, etc.",,A2,phrase,body and health,Details,/british-english/words/detail/640
11487,"a broken arm/leg, etc.",,A2,phrase,body and health,Details,/british-english/words/detail/672
11488,blow your nose,,B1,phrase,body and health,Details,/british-english/words/detail/576
11489,take care of sb/sth,,B1,phrase,body and health,Details,/british-english/words/detail/782
11490,give birth,,B2,phrase,body and health,Details,/british-english/words/detail/548
11491,call in sick,,B2,phrase,body and health,Details,/british-english/words/detail/743
11492,a change of clothes,,A2,phrase,clothes,Details,/british-english/words/detail/856
11493,call back (sb) or call (sb) back,,A2,phrasal verb,communication,Details,/british-english/words/detail/743
11494,bring up sth or bring sth up,,B2,phrasal verb,communication,Details,/british-english/words/detail/662
11495,burst out,LAUGH/CRY,B2,phrasal verb,communication,Details,/british-english/words/detail/709
11496,catch up,,B2,phrasal verb,communication,Details,/british-english/words/detail/812
11497,chat sb up or chat up sb,,B2,phrasal verb,communication,Details,/british-english/words/detail/873
11498,clear up sth or clear sth up,,B2,phrasal verb,communication,Details,/british-english/words/detail/950
11499,account for sth,,C2,phrasal verb,communication,Details,/british-english/words/detail/44
11500,back up sb or back sb up,TRUTH,C2,phrasal verb,communication,Details,/british-english/words/detail/414
11501,burst out,SAY LOUDLY,C2,phrasal verb,communication,Details,/british-english/words/detail/709
11502,butt in,,C2,phrasal verb,communication,Details,/british-english/words/detail/721
11503,call for sth,SAY,C2,phrasal verb,communication,Details,/british-english/words/detail/743
11504,as well,,A1,phrase,communication,Details,/british-english/words/detail/330
11505,How/What about ...?,SUGGESTION,A2,phrase,communication,Details,/british-english/words/detail/10
11506,I'm afraid...,,A2,phrase,communication,Details,/british-english/words/detail/126
11507,all the best,,A2,phrase,communication,Details,/british-english/words/detail/164
11508,that's all right,,A2,phrase,communication,Details,/british-english/words/detail/175
11509,that's alright,,A2,phrase,communication,Details,/british-english/words/detail/185
11510,all the best,,A2,phrase,communication,Details,/british-english/words/detail/524
11511,How/What about ...?,,B1,phrase,communication,Details,/british-english/words/detail/10
11512,after all,,B1,phrase,communication,Details,/british-english/words/detail/127
11513,after all,,B1,phrase,communication,Details,/british-english/words/detail/164
11514,apart from,,B1,phrase,communication,Details,/british-english/words/detail/268
11515,as long as,,B1,phrase,communication,Details,/british-english/words/detail/330
11516,at least,,B1,phrase,communication,Details,/british-english/words/detail/363
11517,too bad,,B1,phrase,communication,Details,/british-english/words/detail/426
11518,in actual fact,,B2,phrase,communication,Details,/british-english/words/detail/70
11519,all in all,,B2,phrase,communication,Details,/british-english/words/detail/164
11520,among other things,,B2,phrase,communication,Details,/british-english/words/detail/211
11521,as for,,B2,phrase,communication,Details,/british-english/words/detail/330
11522,as a matter of fact,,B2,phrase,communication,Details,/british-english/words/detail/330
11523,as follows,,B2,phrase,communication,Details,/british-english/words/detail/330
11524,as far as I know,,B2,phrase,communication,Details,/british-english/words/detail/330
11525,aside from sth,,B2,phrase,communication,Details,/british-english/words/detail/332
11526,at least,,B2,phrase,communication,Details,/british-english/words/detail/363
11527,on balance,,B2,phrase,communication,Details,/british-english/words/detail/436
11528,to begin with,GIVE REASON,B2,phrase,communication,Details,/british-english/words/detail/501
11529,in brief,,B2,phrase,communication,Details,/british-english/words/detail/656
11530,be none of sb's  business,,B2,phrase,communication,Details,/british-english/words/detail/713
11531,by far,,B2,phrase,communication,Details,/british-english/words/detail/728
11532,in any case,,B2,phrase,communication,Details,/british-english/words/detail/800
11533,in that case,,B2,phrase,communication,Details,/british-english/words/detail/800
11534,"catch sb's attention, interest, etc.",,B2,phrase,communication,Details,/british-english/words/detail/812
11535,change the subject,,B2,phrase,communication,Details,/british-english/words/detail/856
11536,all things considered,,C1,phrase,communication,Details,/british-english/words/detail/164
11537,too bad,,C1,phrase,communication,Details,/british-english/words/detail/426
11538,before you know it,,C1,phrase,communication,Details,/british-english/words/detail/499
11539,"broken English/Spanish, etc.",,C1,phrase,communication,Details,/british-english/words/detail/672
11540,if you ask me,,C2,phrase,communication,Details,/british-english/words/detail/333
11541,at this rate,,C2,phrase,communication,Details,/british-english/words/detail/363
11542,at any rate,,C2,phrase,communication,Details,/british-english/words/detail/363
11543,mind your own business,,C2,phrase,communication,Details,/british-english/words/detail/713
11544,by any chance,,C2,phrase,communication,Details,/british-english/words/detail/728
11545,by any chance,,C2,phrase,communication,Details,/british-english/words/detail/854
11546,No chance!/ Not a chance!,,C2,phrase,communication,Details,/british-english/words/detail/854
11547,clear the air,IDIOM,C2,phrase,communication,Details,/british-english/words/detail/148
11548,clear the air,IDIOM,C2,phrase,communication,Details,/british-english/words/detail/950
11549,break in or break into sth,,B1,phrasal verb,crime,Details,/british-english/words/detail/640
11550,against the law,,B2,phrase,crime,Details,/british-english/words/detail/131
11551,break the law,,B2,phrase,crime,Details,/british-english/words/detail/640
11552,press charges,,C2,phrase,crime,Details,/british-english/words/detail/865
11553,"there is/there are/there was, etc.",,A1,phrase,describing things,Details,/british-english/words/detail/480
11554,and so on,,A2,phrase,describing things,Details,/british-english/words/detail/229
